customer_id,gender,age,member_tier,member_since
C2507,M,35,Silver,2022-08-22
C2508,M,42,,2022-04-04
C2509,F,62,Gold,2021-11-28
C2510,F,53,Platinum,2022-04-18
C2511,F,21,Silver,2023-05-24
C2512,M,37,Gold,2024-01-27
C2513,F,68,Gold,2024-05-13
C2514,F,46,,2024-07-18
C2515,M,21,Gold,2024-01-30
C2516,F,65,Platinum,2024-10-15
C2517,M,65,Silver,2023-05-20
C2518,,64,,2021-05-17
C2519,F,54,,2023-05-12
C2520,F,51,Silver,2024-12-04
C2521,,35,Silver,2024-03-04
C2522,F,20,Silver,2021-01-05
C2523,M,33,Platinum,2022-08-30
C2524,F,25,Gold,2021-01-11
C2525,,49,Silver,2021-09-24
C2526,F,37,,2022-03-13
C2527,F,65,Silver,2023-10-11
C2528,M,26,Silver,2022-07-28
C2529,F,57,Gold,2022-05-22
C2530,F,65,Silver,2023-01-13
C2531,F,63,Silver,2022-12-29
C2532,F,19,Silver,2024-05-31
C2533,M,,,2023-05-25
C2534,M,150,Gold,2022-02-05
C2535,F,18,Silver,2024-04-11
C2536,M,61,,2021-06-14
C2537,M,65,Silver,2021-11-04
C2538,,64,Silver,2024-12-25
C2539,F,22,Gold,2022-07-27
C2540,F,29,,2022-11-23
C2541,M,34,Platinum,2024-03-13
C2542,M,58,Silver,2022-09-18
C2543,M,42,Silver,2022-06-17
C2544,F,22,Silver,2022-04-13
C2545,F,35,Silver,2022-10-20
C2546,M,51,Silver,2023-03-23
C2547,F,20,Silver,2022-05-29
C2548,F,45,,2021-01-24
C2549,F,56,Silver,2024-06-24
C2550,F,45,Silver,2022-12-07
C2551,F,20,Silver,2024-08-23
C2552,F,21,Silver,2023-03-31
C2553,M,60,,2024-12-11
C2554,F,56,Silver,2024-10-02
C2555,M,67,Gold,2021-08-19
C2556,M,64,Gold,2024-08-18
C2557,M,38,Platinum,2024-08-18
C2558,F,20,Platinum,2022-03-25
C2559,M,39,Silver,2021-11-12
C2560,F,54,Silver,2024-09-20
C2561,M,40,,2021-09-29
C2562,M,68,Gold,2021-07-02
C2563,F,20,,2024-09-29
C2564,F,56,Gold,2024-06-18
C2565,,27,Silver,2021-12-01
C2566,M,58,Gold,2023-10-29
C2567,,33,Gold,2024-02-09
C2568,,46,Gold,2024-05-24
C2569,F,19,Silver,2021-11-27
C2570,M,42,Silver,2021-10-19
C2571,M,18,Platinum,2021-08-17
C2572,M,48,Gold,2021-12-22
C2573,F,69,Gold,2023-06-24
C2574,F,,Silver,2024-07-29
C2575,F,40,Silver,2023-07-12
C2576,M,55,Silver,2023-06-25
C2577,M,52,Silver,2024-03-10
C2578,,58,Gold,2022-09-14
C2579,M,55,Gold,2021-07-02
C2580,M,,Silver,2024-04-20
C2581,M,50,Silver,2023-03-24
C2582,M,53,Silver,2023-05-20
C2583,F,41,Platinum,2022-06-06
C2584,M,66,Silver,2023-12-24
C2585,F,28,Silver,2021-08-03
C2586,F,40,Silver,2024-07-18
C2587,M,29,Platinum,2021-07-27
C2588,M,36,Silver,2023-12-01
C2589,M,18,Gold,2021-03-24
C2590,F,63,,2022-02-22
C2591,F,,Gold,2022-09-15
C2592,M,27,Silver,2022-01-06
C2593,F,61,Platinum,2024-01-12
C2594,,50,Gold,2021-01-20
C2595,M,68,Silver,2023-12-02
C2596,F,49,Silver,2024-05-16
C2597,F,32,Platinum,2021-07-05
C2598,,50,Silver,2024-11-01
C2599,M,69,Silver,2023-03-19
C2600,F,22,Gold,2021-08-21
C2601,F,24,Silver,2024-07-31
C2602,M,45,Gold,2024-07-27
C2603,M,18,Platinum,2023-03-14
C2604,F,26,Platinum,2022-10-24
C2605,M,69,Platinum,2021-01-10
C2606,F,41,Platinum,2023-04-13
C2607,F,31,,2024-08-19
C2608,F,42,Silver,2023-08-09
C2609,M,64,Gold,2021-02-07
C2610,F,52,Silver,2024-06-26
C2611,F,52,Silver,2023-12-10
C2612,F,65,Platinum,2024-11-10
C2613,M,67,,2024-06-13
C2614,F,49,,2022-06-23
C2615,F,65,Silver,2022-12-31
C2616,M,32,,2021-03-04
C2617,F,58,Silver,2023-10-17
C2618,M,68,Silver,2022-03-13
C2619,F,26,Gold,2024-12-30
C2620,F,44,Platinum,2024-02-27
C2621,M,24,Silver,2022-06-13
C2622,M,60,Silver,2024-01-13
C2623,F,44,Silver,2024-05-22
C2624,F,40,Silver,2024-10-01
C2625,F,37,Platinum,2024-01-24
C2626,M,58,Silver,2021-06-23
C2627,M,20,Silver,2024-07-02
C2628,F,150,Gold,2024-01-21
C2629,M,54,Gold,2023-05-24
C2630,,36,,2022-04-11
C2631,,52,Gold,2021-02-26
C2632,F,26,,2023-11-28
C2633,M,64,Silver,2023-05-07
C2634,M,48,Silver,2024-05-12
C2635,M,35,,2022-03-25
C2636,M,150,Silver,2024-06-22
C2637,F,43,Gold,2021-01-27
C2638,F,60,Gold,2022-03-02
C2639,,50,,2022-03-16
C2640,F,50,Platinum,2024-11-15
C2641,,58,Gold,2021-08-19
C2642,F,18,Silver,2024-06-13
C2643,F,19,Silver,2023-06-17
C2644,M,33,,2021-11-02
C2645,M,23,Silver,2024-03-03
C2646,M,28,Silver,2021-07-08
C2647,F,60,Silver,2022-06-18
C2648,F,19,Silver,2024-07-09
C2649,M,63,Silver,2023-05-26
C2650,F,29,Gold,2022-03-11
C2651,F,33,Silver,2022-01-05
C2652,M,67,,2024-06-02
C2653,M,22,Silver,2021-11-05
C2654,,69,Platinum,2022-07-19
C2655,F,46,,2021-05-23
C2656,M,52,Platinum,2021-10-24
C2657,F,42,Gold,2024-04-25
C2658,F,20,,2023-08-26
C2659,F,,Platinum,2022-02-26
C2660,F,27,Silver,2021-03-01
C2661,M,33,Gold,2021-05-05
C2662,M,19,,2021-02-20
C2663,M,62,,2022-12-19
C2664,M,66,Silver,2024-06-29
C2665,F,18,Silver,2023-12-24
C2666,F,21,Silver,2022-02-05
C2667,M,68,Silver,2024-08-27
C2668,F,66,Platinum,2021-01-17
C2669,F,50,Silver,2022-05-18
C2670,F,59,Platinum,2022-08-08
C2671,F,63,Silver,2022-11-07
C2672,M,28,Platinum,2021-01-05
C2673,F,60,Silver,2022-11-17
C2674,F,57,Silver,2023-10-09
C2675,F,34,Silver,2023-09-05
C2676,M,25,,2022-01-26
C2677,M,29,Silver,2024-06-16
C2678,F,53,Silver,2022-06-28
C2679,M,26,Silver,2021-10-18
C2680,M,21,Silver,2023-04-01
C2681,M,150,Silver,2024-05-23
C2682,,67,Gold,2024-02-02
C2683,F,35,,2024-08-05
C2684,M,57,Gold,2024-06-08
C2685,M,55,Gold,2024-09-25
C2686,M,33,Silver,2023-11-02
C2687,F,47,Silver,2024-01-12
C2688,M,19,Gold,2022-08-17
C2689,M,150,,2023-01-01
C2690,M,44,,2021-04-22
C2691,M,43,,2021-09-20
C2692,M,40,Gold,2021-11-08
C2693,M,61,,2024-12-11
C2694,F,19,Gold,2024-01-15
C2695,M,37,Silver,2022-11-21
C2696,F,20,Gold,2023-10-24
C2697,M,46,Silver,2024-12-08
C2698,M,,Silver,2021-12-21
C2699,,49,Silver,2023-09-17
C2700,M,56,Gold,2024-04-09
C2701,M,59,,2022-11-06
C2702,F,21,,2023-02-05
C2703,M,66,Gold,2024-09-27
C2704,F,57,Gold,2024-05-31
C2705,M,48,Silver,2021-02-21
C2706,F,43,Silver,2023-09-27
C2707,M,21,Gold,2024-08-14
C2708,M,53,Platinum,2024-03-04
C2709,F,54,,2024-09-02
C2710,M,65,,2022-12-10
C2711,M,32,Gold,2021-10-22
C2712,M,63,Silver,2023-02-16
C2713,M,68,,2022-07-16
C2714,,32,,2023-07-11
C2715,F,46,Gold,2023-06-03
C2716,F,62,,2023-12-14
C2717,M,48,,2021-05-06
C2718,F,40,,2024-03-13
C2719,F,20,Gold,2024-01-08
C2720,M,29,Silver,2022-10-16
C2721,M,51,Platinum,2023-08-11
C2722,M,150,Silver,2023-10-22
C2723,M,39,Silver,2022-01-22
C2724,F,34,,2024-06-05
C2725,,37,Gold,2024-11-10
C2726,M,56,,2021-09-20
C2727,M,62,Gold,2021-02-12
C2728,F,38,Silver,2021-04-03
C2729,F,50,Silver,2021-04-13
C2730,F,42,Silver,2022-04-26
C2731,F,50,Platinum,2024-02-18
C2732,F,59,Silver,2022-03-24
C2733,F,62,Silver,2024-01-28
C2734,F,65,Silver,2021-04-15
C2735,F,55,Gold,2023-08-20
C2736,M,66,Silver,2021-06-15
C2737,F,52,Silver,2021-07-20
C2738,F,19,Silver,2024-02-23
C2739,F,52,Gold,2024-12-24
C2740,M,43,Gold,2024-08-25
C2741,F,64,Silver,2022-06-28
C2742,,25,Platinum,2021-11-19
C2743,M,22,,2024-03-14
C2744,M,18,Gold,2021-11-14
C2745,F,54,Silver,2023-05-25
C2746,F,66,Silver,2024-04-08
C2747,F,60,Silver,2024-07-20
C2748,M,46,Silver,2023-07-06
C2749,F,22,,2023-02-06
C2750,F,27,Silver,2024-05-30
C2751,F,55,Silver,2021-08-18
C2752,M,49,Silver,2021-08-30
C2753,F,68,Silver,2021-06-19
C2754,F,49,Silver,2021-02-09
C2755,M,54,Gold,2024-11-03
C2756,F,33,Silver,2021-11-05
C2757,F,,Silver,2021-05-17
C2758,M,66,Silver,2023-01-20
C2759,F,35,Silver,2024-09-08
C2760,M,58,Silver,2024-03-29
C2761,M,63,,2022-04-21
C2762,M,46,Silver,2022-10-24
C2763,,69,Silver,2024-08-29
C2764,M,23,Gold,2024-06-29
C2765,F,24,Silver,2023-07-25
C2766,M,33,Silver,2024-07-03
C2767,F,53,Silver,2024-04-15
C2768,F,39,Gold,2024-07-08
C2769,M,67,Gold,2022-05-27
C2770,F,53,Silver,2022-06-05
C2771,M,64,Gold,2022-11-05
C2772,M,45,Silver,2024-11-17
C2773,F,49,,2021-12-30
C2774,M,52,Silver,2022-08-11
C2775,,58,Silver,2021-11-12
C2776,F,66,Silver,2023-04-15
C2777,F,25,Silver,2022-09-25
C2778,F,58,Silver,2023-08-06
C2779,F,48,Silver,2024-04-27
C2780,M,21,Silver,2022-03-17
C2781,F,63,Gold,2024-12-13
C2782,F,20,Gold,2022-10-21
C2783,M,68,Silver,2021-04-05
C2784,F,64,Platinum,2024-08-05
C2785,F,30,Silver,2022-08-14
C2786,M,38,Silver,2022-03-11
C2787,F,55,Gold,2022-10-17
C2788,F,27,,2024-08-05
C2789,M,21,,2024-11-21
C2790,F,46,Gold,2021-02-18
C2791,F,38,Platinum,2024-03-01
C2792,M,66,Gold,2022-05-07
C2793,F,30,Silver,2021-05-30
C2794,F,29,,2021-12-12
C2795,M,24,Silver,2024-08-15
C2796,M,26,,2022-03-31
C2797,M,57,Silver,2022-07-17
C2798,,54,Silver,2021-05-17
C2799,F,44,Silver,2024-06-07
